market_cap_usd,price_usd,last_updated,name,24h_volume_usd,percent_change_7d,symbol,max_supply,rank,percent_change_1h,total_supply,price_btc,available_supply,percent_change_24h,id
257044613.0,0.0235672086,1539233470,DigiByte,4016008.05007,-4.37,DGB,21000000000.0,36,-0.61,10906875589.0,0.00000375,10906875589.0,-6.82,digibyte
250656439.0,0.6469699612,1539233434,ICON,20974356.2835,-4.82,ICX,,37,-0.99,800460000.0,0.00010302,387431340.0,-5.43,icon
240819054.0,0.0064529826,1539233424,Siacoin,7683891.63529,-18.21,SC,,38,-0.44,37319030460.0,0.00000103,37319030460.0,-9.54,siacoin
224854778.0,0.8042658357,1539233430,Steem,4357032.25915,-9.81,STEEM,,39,0.52,296551776.0,0.00012807,279577682.0,-5.54,steem
223446367.0,0.0147274651,1539233420,Verge,8011849.86967,-4.4,XVG,16555000000.0,40,-0.85,15172086051.0,0.00000235,15172086051.0,-5.75,verge
193341540.0,1.9334153978,1539233429,Waves,8644801.60252,-10.1,WAVES,,41,-2.25,100000000.0,0.00030788,100000000.0,-8.5,waves
185195801.0,0.0228978936,1539233436,Electroneum,2074357.05779,15.22,ETN,21000000000.0,42,0.04,8087896847.0,0.00000365,8087896847.0,-5.36,electroneum
185183831.0,0.1847221598,1539233432,Bytom,68164722.8563,-2.3,BTM,,43,-0.51,1407000000.0,0.00002942,1002499275.0,0.34,bytom
183546696.0,0.0014618597,1539233441,Pundi X,12640256.7202,-4.1,NPXS,,44,-2.55,280255193861,0.00000023,125556987271,-9.1,pundi-x
167649991.0,3.1912005701,1539233434,Metaverse ETP,7264530.9271,-0.04,ETP,100000000.0,45,0.61,56569218.0,0.00050817,52535084.0,-2.84,metaverse
162666419.0,0.1626664188,1539233428,Basic Attention Token,7996622.32322,-3.97,BAT,,46,-0.9,1500000000.0,0.00002590,1000000000.0,-7.83,basic-attention-token
145478274.0,0.1516596162,1539233426,Golem,5466626.19785,0.45,GNT,,47,-0.81,1000000000.0,0.00002415,959242000.0,-4.15,golem-network-tokens
141537180.0,0.0010624752,1539233442,Holo,5406911.91924,5.36,HOT,,48,-0.22,177619433541,0.00000017,133214575156,-7.9,holo
135747136.0,1.3705171043,1539233427,Stratis,1233393.69564,-9.01,STRAT,,49,-1.48,99048115.0,0.00021824,99048115.0,-7.5,stratis
134550899.0,12.2318999478,1539233431,Augur,2950324.18104,-5.79,REP,,50,-0.61,11000000.0,0.00194782,11000000.0,-6.33,augur
123515159.0,0.0355901846,1539233430,Status,5062650.52282,-4.11,SNT,,51,-0.52,6804870174.0,0.00000567,3470483788.0,-7.24,status
121190918.0,1.0214401004,1539233439,TrueUSD,15197359.5964,1.42,TUSD,,52,0.15,118647112.0,0.00016266,118647112.0,1.26,trueusd
119428986.0,3.2274591796,1539233432,Populous,1871721.90268,-1.15,PPT,53252246.0,53,-0.46,53252246.0,0.00051394,37004027.0,-9.38,populous
116032227.0,2.8903930777,1539233435,Waltonchain,9901041.58498,2.38,WTC,100000000.0,54,-0.32,70000000.0,0.00046027,40144099.0,-10.37,waltonchain
114674221.0,1.0419766576,1539233426,Komodo,3408896.33718,-6.64,KMD,,55,-0.89,110054501.0,0.00016593,110054501.0,-6.1,komodo
112939646.0,0.3226847019,1539233434,Chainlink,4230903.5308,2.11,LINK,,56,-0.25,1000000000.0,0.00005138,350000000.0,-3.65,chainlink
112381483.0,2.0248961489,1539233434,Cryptonex,7333553.75899,-4.68,CNX,210000000.0,57,-0.79,106948600.0,0.00032245,55499875.0,-5.03,cryptonex
109482315.0,0.109591962,1539233427,Ardor,5032656.0595,-3.95,ARDR,998999495.0,58,-1.65,998999495.0,0.00001745,998999495.0,-6.71,ardor
103290503.0,0.9730388864,1539233441,Wanchain,4400850.57265,-2.27,WAN,,59,-0.12,210000000.0,0.00015495,106152493.0,-9.65,wanchain
101782504.0,0.0121169648,1539233434,IOST,16897303.0012,-5.92,IOST,,60,-0.55,21000000000.0,0.00000193,8400000000.0,-5.04,iostoken
100777969.0,0.2601446216,1539233443,Mithril,9815140.60885,-9.47,MITH,,61,0.5,1000000000.0,0.00004143,387392092.0,-7.47,mithril
93832903.0,0.2073415149,1539233411,MaidSafeCoin,701737.669837,-9.42,MAID,,62,-0.4,452552412.0,0.00003302,452552412.0,-5.91,maidsafecoin
93351703.0,1.0288891247,1539233434,KuCoin Shares,224305.195036,-15.43,KCS,,63,-2.65,180730576.0,0.00016384,90730576.0,-7.13,kucoin-shares
93161887.0,0.0032338094,1539233466,ReddCoin,2139392.47771,-18.62,RDD,,64,-0.79,28808713174.0,0.00000051,28808713174.0,-8.29,reddcoin
92788519.0,0.395484974,1539233434,Aion,2480818.77768,-4.84,AION,,65,1.14,465934587.0,0.00006298,234619581.0,-9.2,aion
92563626.0,1.5314961054,1539233450,ETERNAL TOKEN,516609.579172,-0.73,XET,,66,-4.59,200000000.0,0.00024388,60440001.0,-19.33,eternal-token
90128955.0,1.4429097839,1539233438,MOAC,94688.9389874,-13.17,MOAC,,67,-2.4,151205864.0,0.00022977,62463334.0,-10.3,moac
89368905.0,2.0530520234,1539233425,HyperCash,835961.983117,-12.0,HC,84000000.0,68,-0.99,43529781.0,0.00032693,43529781.0,-7.59,hypercash
88443436.0,0.1156730548,1539233452,CyberMiles,22990444.0175,13.59,CMT,,69,-0.33,1000000000.0,0.00001842,764598429.0,-11.03,cybermiles
86464198.0,0.1095892242,1539233434,Loopring,2591118.79819,3.28,LRC,,70,0.61,1374956262.0,0.00001745,788984491.0,-4.21,loopring
86264756.0,0.3450590236,1539233438,aelf,9431566.40256,-1.25,ELF,1000000000.0,71,-0.5,280000000.0,0.00005495,250000000.0,-0.34,aelf
81494011.0,1.6298736973,1539233439,Huobi Token,13923657.0064,-7.85,HT,,72,-1.05,500000000.0,0.00025954,50000200.0,-8.32,huobi-token
81113025.0,1.7827038523,1539233432,Nebulas,8069702.63489,7.24,NAS,100000000.0,73,-1.21,100000000.0,0.00028388,45500000.0,-11.61,nebulas-token
80950284.0,1.3491714058,1539233433,GXChain,4214319.80957,1.66,GXS,100000000.0,74,-0.61,100000000.0,0.00021484,60000000.0,-9.75,gxchain
78438768.0,1.3568393401,1539233438,Bancor,2523868.30883,-8.08,BNT,,75,-0.31,78479114.0,0.00021606,57809916.0,-8.27,bancor
77671499.0,0.0023761502,1539233443,Noah Coin,1939529.71345,18.98,NOAH,,76,1.13,91584000000.0,0.00000038,32687957978.0,-16.98,noah-coin
77315847.0,0.022334747,1539233450,Aurora,689801.668917,0.81,AOA,,77,-0.57,10000000000.0,0.00000356,3461684499.0,-10.78,aurora
76085366.0,0.0002339457,1539233429,Dentacoin,82274.4514856,-8.62,DCN,8000000000000,78,-0.17,1963173416169,0.00000004,325226613094,-15.97,dentacoin
76012277.0,0.2171779335,1539233438,QASH,1501043.97087,-1.17,QASH,,79,-0.54,1000000000.0,0.00003458,350000000.0,-1.02,qash
75880994.0,0.0146493363,1539233434,FunFair,2490804.64563,-6.27,FUN,,80,-1.55,10999873621.0,0.00000233,5179824689.0,-5.23,funfair
75032129.0,37.516064456,1539233427,DigixDAO,360863.51917,-0.93,DGD,,81,-0.16,2000000.0,0.00597411,2000000.0,-8.32,digixdao
73971453.0,0.1930368354,1539233433,RChain,214273.856231,-6.18,RHOC,1000000000.0,82,-0.81,870663574.0,0.00003074,383198641.0,-9.24,rchain
73620951.0,0.696742067,1539233432,Ark,1560520.3102,-0.8,ARK,,83,-0.33,136914570.0,0.00011095,105664570.0,-5.63,ark
73369990.0,1.1669573134,1539233413,MonaCoin,890481.827111,-10.36,MONA,,84,0.08,62872900.0,0.00018583,62872900.0,-5.02,monacoin
73062376.0,14.8904804357,1539233426,Horizen,526179.96845,-8.76,ZEN,21000000.0,85,0.53,4906650.0,0.00237118,4906650.0,-5.24,zencash
72762116.0,0.1225403633,1539233446,Loom Network,18113890.056,20.03,LOOM,,86,1.01,1000000000.0,0.00001951,593780806.0,4.88,loom-network
70967921.0,0.0675793882,1539233432,Decentraland,3528063.4187,-9.39,MANA,,87,-0.17,2644403343.0,0.00001076,1050141509.0,-8.75,decentraland
68392879.0,1.204499383,1539233425,PIVX,3928595.2992,9.63,PIVX,,88,4.94,56781166.0,0.00019181,56781166.0,11.55,pivx
68230707.0,4.3200859108,1539233428,Crypto.com,2659065.48306,-8.98,MCO,,89,-0.07,31587682.0,0.00068794,15793831.0,-6.45,crypto-com
68206542.0,0.1762962678,1539233436,Power Ledger,16506073.4496,9.15,POWR,,90,-1.28,1000000000.0,0.00002807,386885912.0,2.66,power-ledger
67049849.0,0.0030021593,1539233444,Dropil,539715.18995,-20.92,DROP,,91,-1.31,30000000000.0,0.00000048,22333874714.0,-11.28,dropil
65137624.0,0.5956918005,1539233432,TenX,2580597.50207,-11.84,PAY,,92,-0.47,205218256.0,0.00009486,109347861.0,-7.06,tenx
62926557.0,8.1487448445,1539233439,Elastos,4256579.87908,2.62,ELA,,93,-0.6,33647865.0,0.00129762,7722239.0,-6.25,elastos
62467591.0,0.0625301244,1539233466,Nxt,1257148.48718,-5.49,NXT,1000000000.0,94,-0.63,998999942.0,0.00000995,998999942.0,-5.49,nxt
61291215.0,0.1094485969,1539233441,Nexo,2472268.63382,20.9,NEXO,,95,-0.07,1000000000.0,0.00001743,560000010.0,2.39,nexo
60806053.0,0.0650475846,1539233435,WAX,292805.523655,-4.27,WAX,,96,-0.74,1850000000.0,0.00001036,934793407.0,-5.24,wax
60216728.0,0.0880358056,1539233436,Theta Token,3007489.83981,-4.47,THETA,,97,-1.37,1000000000.0,0.00001402,684002689.0,-8.72,theta-token
59776786.0,0.9974490569,1539233437,Dai,10369602.7708,-0.15,DAI,,98,-0.17,59929663.0,0.00015884,59929663.0,-0.21,dai
58136128.0,0.0830516114,1539233443,Digitex Futures,917892.134101,86.78,DGTX,,99,0.42,1000000000.0,0.00001323,700000000.0,-2.92,digitex-futures
55897308.0,125.988252954,1539233432,Mixin,11416.451324,-12.67,XIN,,100,-0.44,1000000.0,0.02006254,443671.0,-6.59,mixin
54218683.0,2.6416579835,1539233438,Bitcoin Private,128232.253747,4.05,BTCP,21000000.0,101,0.47,20524490.0,0.00042066,20524490.0,-2.63,bitcoin-private
54039445.0,0.1896339746,1539233438,Polymath,8132052.72469,3.58,POLY,,102,-2.13,1000000000.0,0.00003020,284967107.0,-9.84,polymath-network
53877325.0,9.3572095841,1539233430,ZCoin,4751175.27337,-3.23,XZC,21400000.0,103,-1.18,5757841.0,0.00149005,5757841.0,-5.49,zcoin
53706373.0,5.3025655102,1539233426,Gas,1043316.12317,-6.08,GAS,100000000.0,104,-0.29,17190378.0,0.00084439,10128375.0,-9.35,gas
51511385.0,0.384033026,1539233434,Kyber Network,2721665.19008,-0.0,KNC,,105,-0.26,215625349.0,0.00006115,134132697.0,-4.69,kyber-network
48026837.0,0.2014363135,1539233438,Dragonchain,536346.563324,-17.59,DRGN,,106,0.8,433494437.0,0.00003208,238421940.0,-7.42,dragonchain
47364313.0,11.2898768657,1539233435,Genesis Vision,4406166.93571,0.71,GVT,,107,-2.66,4436644.0,0.00179782,4195290.0,-2.04,genesis-vision
47316933.0,0.0590244341,1539233455,QuarkChain,6047812.06262,17.67,QKC,,108,0.26,10000000000.0,0.00000940,801649919.0,-2.67,quarkchain
46901721.0,0.0094431996,1539233445,Everipedia,5025905.86023,0.78,IQ,10000000000.0,109,-0.18,10000000000.0,0.00000150,4966719257.0,-3.63,everipedia
46627395.0,0.0861070285,1539233417,Syscoin,544953.471579,-8.33,SYS,888000000.0,110,0.01,541505104.0,0.00001371,541505104.0,-7.45,syscoin
46518720.0,1.1629680006,1539233438,Nuls,2864356.6755,-0.1,NULS,,111,-1.03,40000000.0,0.00018519,40000000.0,-4.4,nuls
45937348.0,0.0096710206,1539233441,Odyssey,6455029.22501,-17.51,OCN,,112,-0.59,10000000000.0,0.00000154,4750000000.0,-3.08,odyssey
45084131.0,0.300977311,1539233448,Cortex,3521071.02138,-16.46,CTXC,,113,-0.08,299792458.0,0.00004793,149792458.0,-10.32,cortex
44851966.0,0.0000593203,1539233432,Kin,764698.681027,-12.39,KIN,,114,-0.26,10000000000000,0.000000009,756097560976,-8.28,kin
44419051.0,0.5935505513,1539233444,Enigma,1918716.79844,-1.88,ENG,,115,-0.91,150000000.0,0.00009452,74836171.0,-7.09,enigma-project
43343187.0,0.3191987957,1539233429,Storj,10210447.411,24.35,STORJ,,116,-2.84,424999998.0,0.00005083,135787439.0,15.23,storj
42163093.0,0.7213900143,1539233454,Nexus,959037.212611,-8.44,NXS,,117,-0.75,58447015.0,0.00011488,58447015.0,-8.56,nexus
41580637.0,0.1085596787,1539233439,Substratum,2631559.83778,-20.03,SUB,,118,-0.61,472000000.0,0.00001729,383021000.0,-6.18,substratum
41363779.0,0.5022739635,1539233449,Nectar,7104.11705022,-11.23,NEC,,119,-0.03,1007949847.0,0.00007998,82353022.0,-4.52,nectar
41285468.0,0.1204711767,1539233428,Civic,6739341.19429,-2.1,CVC,,120,-0.12,1000000000.0,0.00001918,342699966.0,-1.82,civic
40945911.0,1.5165152316,1539233432,BridgeCoin,8502.86874473,-4.15,BCO,27000000.0,121,-0.32,27000000.0,0.00024149,27000000.0,-3.57,bridgecoin
40398014.0,0.5528395712,1539233430,SALT,1826430.35697,11.32,SALT,,122,0.58,120000000.0,0.00008803,73073665.0,-9.72,salt
39607748.0,3.9607748323,1539233430,Skycoin,377878.770921,10.56,SKY,100000000.0,123,0.3,25000000.0,0.00063072,10000000.0,-3.97,skycoin
39401126.0,0.9354843871,1539233423,Emercoin,419478.031235,-8.56,EMC,,124,0.93,42118422.0,0.00014897,42118422.0,-6.35,emercoin
39341384.0,0.384421585,1539233439,Bibox Token,54007698.6309,-7.47,BIX,,125,-0.55,267941449.0,0.00006122,102339166.0,-6.09,bibox-token
38713838.0,0.544790676,1539233469,Groestlcoin,21056584.7619,-1.24,GRS,105000000.0,126,0.13,71061859.0,0.00008672,71061859.0,-2.86,groestlcoin
38543031.0,0.0506373239,1539233436,Enjin Coin,1678946.807,-7.75,ENJ,,127,-0.57,1000000000.0,0.00000806,761158535.0,-4.36,enjin-coin
37937436.0,0.133371193,1539233435,Revain,3118850.86872,0.6,R,484450000.0,128,-0.04,484450000.0,0.00002124,284450000.0,3.61,revain
37899734.0,4.333824107,1539233426,Factom,78010.1579898,-13.2,FCT,,129,-1.54,8745102.0,0.00069012,8745102.0,-2.07,factom
37356751.0,0.3735675071,1539233426,MobileGo,3275627.27616,72.06,MGO,,130,-0.36,100000000.0,0.00005949,100000000.0,1.29,mobilego
36330906.0,0.1985295399,1539233432,Wagerr,27350.5760049,7.87,WGR,,131,1.65,198360471.0,0.00003161,183000000.0,-4.72,wagerr
35890283.0,0.2112594602,1539233439,WaykiChain,2304891.34781,-18.35,WICC,,132,-3.1,210000000.0,0.00003364,169887223.0,-6.8,waykichain
35427543.0,0.0010221479,1539233443,Telcoin,129380.415724,-11.1,TEL,,133,-3.4,100000000000,0.00000016,34659900107.0,-10.76,telcoin
35408728.0,0.0020537053,1539233432,Dent,4073179.41449,-9.31,DENT,,134,-0.79,100000000000,0.00000033,17241387101.0,-9.05,dent
35195297.0,0.0661790679,1539233427,Gifto,25134566.7112,-1.31,GTO,,135,-0.45,1000000000.0,0.00001054,531819169.0,-9.56,gifto
35000211.0,0.0078156559,1539233437,Storm,3093986.93663,-3.52,STORM,,136,-0.55,10000000000.0,0.00000124,4478218033.0,-7.25,storm
34918295.0,0.3529584032,1539233426,Iconomi,762653.881354,-6.49,ICN,,137,0.11,98930340.0,0.00005621,98930340.0,-2.18,iconomi
34435201.0,0.6887040162,1539233449,Linkey,83167.2014036,-4.52,LKY,,138,-0.22,195000000.0,0.00010967,50000000.0,-8.6,linkey
33368811.0,0.3760544881,1539233435,Bread,552215.556322,7.21,BRD,,139,1.67,88862718.0,0.00005988,88733978.0,0.52,bread
33334521.0,16.3673660337,1539233432,Veritaseum,730914.387267,-1.69,VERI,,140,0.89,100000000.0,0.00260636,2036645.0,-9.85,veritaseum
32611512.0,0.2174100777,1539233442,Matrix AI Network,2416587.89367,-2.65,MAN,1000000000.0,141,-1.0,250000000.0,0.00003462,150000000.0,-6.54,matrix-ai-network
32118963.0,0.0019826521,1539233442,Zipper,5939974.64286,-3.44,ZIP,,142,6.09,100000000000,0.00000032,16199999812.0,-7.4,zip
31426042.0,0.6779227713,1539233467,Vertcoin,1354651.21423,-1.74,VTC,84000000.0,143,2.09,46356375.0,0.00010791,46356375.0,-0.17,vertcoin
30527931.0,46.0582909717,1539233432,Byteball Bytes,118957.739571,-11.65,GBYTE,,144,-1.05,1000000.0,0.00733438,662811.0,-7.6,byteball
30364589.0,0.0398933596,1539233435,Ignis,3179395.89638,-2.66,IGNIS,999449694.0,145,0.62,999449694.0,0.00000635,761143950.0,-1.66,ignis
30307805.0,0.0379638944,1539233442,Centrality,43398.2906848,-17.92,CENNZ,,146,-1.54,1200000000.0,0.00000605,798332336.0,-8.13,centrality
30271797.0,0.041687517,1539233437,Request Network,827816.617132,-7.95,REQ,,147,-0.68,999989505.0,0.00000664,726159742.0,-7.93,request-network
30229480.0,0.3775344103,1539233430,iExec RLC,501860.917687,-5.23,RLC,,148,-0.28,86999785.0,0.00006012,80070793.0,-9.51,rlc
29917981.0,0.115358353,1539233429,Pillar,42401.8605896,17.76,PLR,,149,-1.0,800000000.0,0.00001837,259348201.0,-3.06,pillar
29543148.0,0.1355175433,1539233441,ODEM,624.373580175,10.74,ODE,,150,-0.03,268946131.0,0.00002158,218002386.0,-7.74,odem
29514752.0,0.0670702815,1539233445,Scry.info,370143.168852,-20.09,DDD,,151,0.3,1000000000.0,0.00001068,440057074.0,-14.61,scryinfo
29384092.0,0.1469204622,1539233439,Tokenomy,677613.23717,-3.67,TEN,,152,-0.8,200000000.0,0.00002340,200000000.0,-4.7,tokenomy
29133384.0,0.9956230146,1539233432,Eidoo,658740.947408,2.33,EDO,,153,-0.67,90208328.0,0.00015854,29261461.0,-9.54,eidoo
29039494.0,1.0979138783,1539233449,BHPCash,8507544.83703,-7.03,BHPC,,154,0.03,100000000.0,0.00017483,26449701.0,-5.63,bhpcash
28858456.0,0.0199577617,1539233432,Cindicator,526245.710743,-8.6,CND,,155,-2.06,2000000005.0,0.00000318,1445976590.0,-10.77,cindicator
28385612.0,0.0142279848,1539233455,Ravencoin,211311.321967,-7.62,RVN,21000000000.0,156,-0.85,1995055000.0,0.00000227,1995055000.0,-6.09,ravencoin
27308010.0,0.4358098979,1539233433,Santiment Network Token,848462.034531,-14.08,SAN,,157,0.59,83337000.0,0.00006940,62660371.0,-14.57,santiment
27193227.0,0.0053741149,1539233442,THEKEY,400862.1203,13.18,TKY,,158,-1.34,9795844687.0,0.00000086,5060038287.0,-13.83,thekey
27061181.0,1.3786405362,1539233432,Moeda Loyalty Points,29175942.0684,207.52,MDA,,159,7.12,19628888.0,0.00021954,19628888.0,7.73,moeda-loyalty-points
26618314.0,0.7135773772,1539233438,High Performance Blockchain,2970512.79342,-13.82,HPB,,160,-0.07,100000000.0,0.00011363,37302632.0,-9.25,high-performance-blockchain
26091693.0,0.6473125231,1539233439,CRYPTO20,43153.6155158,-10.41,C20,,161,-0.75,40656082.0,0.00010308,40307722.0,-10.35,c20
25894791.0,0.8723386943,1539233439,Fusion,422886.531869,-9.15,FSN,,162,0.02,57344000.0,0.00013891,29684331.0,-7.98,fusion
25843622.0,1.898353837,1539233437,Neblio,362788.882937,-3.11,NEBL,,163,-0.96,14362398.0,0.0003023,13613701.0,-8.34,neblio
25688983.0,0.0417538733,1539233442,Endor Protocol,769257.729625,-22.62,EDR,,164,4.72,1469219365.0,0.00000665,615247897.0,-10.98,endor-protocol
25631218.0,0.5108981745,1539233435,Raiden Network Token,793621.030075,2.87,RDN,,165,0.28,100000000.0,0.00008136,50168936.0,-7.27,raiden-network-token
25405662.0,0.0049581216,1539233441,Nucleus Vision,3881198.46443,-6.51,NCASH,,166,0.09,10000000000.0,0.00000079,5124049789.0,-6.03,nucleus-vision
25384145.0,0.4615299044,1539233443,TomoChain,1504302.52568,16.88,TOMO,,167,0.74,100000000.0,0.00007349,55000000.0,-10.85,tomochain
24956416.0,0.3082583924,1539233437,Ethos,1548386.47403,-4.72,ETHOS,,168,-0.49,222295208.0,0.00004909,80959405.0,-6.61,ethos
24757395.0,0.171223653,1539233434,Ambrosus,2779832.45252,23.35,AMB,,169,2.64,361477438.0,0.00002727,144590975.0,5.07,amber
24333295.0,0.0172122854,1539233437,SmartMesh,246205.619027,-13.77,SMT,,170,-1.2,3141592653.0,0.00000274,1413716694.0,-7.55,smartmesh
24068592.0,1.6332748879,1539233463,Namecoin,17456.8021593,-14.68,NMC,,171,0.38,14736400.0,0.00025997,14736400.0,-28.66,namecoin
23873170.0,0.3001158281,1539233438,Crypterium,1213062.40287,-8.69,CRPT,,172,-2.02,99983577.0,0.00004779,79546520.0,-2.07,crypterium
23766244.0,0.0377247896,1539233441,BnkToTheFuture,383932.506969,-5.63,BFT,,173,-0.73,1000000000.0,0.00000601,629990099.0,-3.37,bnktothefuture
23513878.0,0.1221030513,1539233437,Bluzelle,923773.264723,-3.33,BLZ,,174,-0.56,500000000.0,0.00001944,192574042.0,-8.13,bluzelle
23379771.0,0.006784836,1539233443,Mainframe,4964906.4976,-16.15,MFT,,175,-0.69,10000000000.0,0.00000108,3445885912.0,-7.11,mainframe
23197006.0,0.0421846802,1539233434,Credo,10693.5651066,-13.14,CREDO,,176,-9.8,1374729257.0,0.00000672,549891703.0,-11.52,credo
23182780.0,0.221173734,1539233427,Global Currency Reserve,49206.0064071,-22.71,GCR,,177,-4.64,104817059.0,0.00003522,104817059.0,-6.23,global-currency-reserve
23114316.0,0.9248222786,1539233463,Peercoin,283055.805577,-8.9,PPC,,178,0.92,24993251.0,0.00014721,24993251.0,-1.28,peercoin
23081824.0,0.0340864944,1539233435,Streamr DATAcoin,1008927.88243,-8.03,DATA,,179,-1.13,987154514.0,0.00000543,677154514.0,-4.8,streamr-datacoin
23023854.0,0.009683827,1539233434,Po.et,964086.619434,-3.86,POE,,180,-0.42,3141592653.0,0.00000154,2377557320.0,-5.8,poet
